"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100598","2015-09-23T01:50:00","24.02","-55.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T01:50:00","25.93","-54.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T01:51:00","28.21","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T01:51:00","26.53","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T02:00:00","22.40","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"244","26","798","172","7","1","2","1","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-23T02:00:00","27.80","-50.80",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"280",,,,,,,,,,,,"244","70","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T02:00:00","29.83","-58.42",,,"1","3","2","5",,,,"11",,,,,,,,"10152","2","1","0",,,,,,"292",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T02:00:00","26.45","-54.49",,,"1","3","2","5",,,,"11",,,,,,,,"10146","7","3","0",,,,,,"295",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"1300637","2015-09-23T02:41:00","26.53","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T02:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","60","1","30",,,,"10133","0","0",,"294",,,"242","1","299",,,,,,,"4","1","10","10","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T02:50:00","24.02","-55.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T03:00:00","25.86","-50.60",,,"1","4","2","5",,,,"11",,,,,,,,"10147",,,"8",,,,,"9","289",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T03:00:00","22.40","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-23T03:00:00","27.80","-50.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T03:00:00","29.83","-58.42",,,"1","3","2","5",,,,"11",,,,,,,,"10148","7","6","0",,,,,,"292",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T03:00:00","26.45","-54.48",,,"1","3","2","5",,,,"11",,,,,,,,"10143","7","3","0",,,,,,"294",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-23T03:00:00","29.49","-57.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T03:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","60","1","30",,,,"10126","8","9",,"293",,,"241","1","299",,,,,,,"4","1","9","10","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T03:50:00","24.02","-55.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T04:00:00","25.86","-50.60",,,"1","4","2","5",,,,"11",,,,,,,,"10144",,,"8",,,,,"9","289",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T04:00:00","22.40","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T04:00:00","29.83","-58.42",,,"1","3","2","5",,,,"11",,,,,,,,"10144","7","10","0",,,,,,"292",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T04:00:00","26.45","-54.48",,,"1","3","2","5",,,,"11",,,,,,,,"10136","7","14","0",,,,,,"294",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-23T04:00:00","29.49","-57.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T04:41:00","27.59","-50.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T04:43:00","28.23","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T04:43:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T04:44:00","28.21","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T04:44:00","28.03","-59.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T04:44:00","26.53","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-23T04:44:00","27.79","-50.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T04:44:00","25.93","-54.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T04:45:00","27.59","-50.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T04:45:00","25.93","-54.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T04:49:00","27.60","-50.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T04:50:00","28.23","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T04:50:00","28.03","-59.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T04:50:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T04:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","60","1","40",,,,"10123","6","14",,"291",,,"248","1","299",,,,,,,"4","1","9","11","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T04:50:00","24.02","-55.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T04:50:00","25.93","-54.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T04:52:00","27.59","-50.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T05:00:00","25.84","-50.65",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","288",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T05:00:00","22.39","-56.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-23T05:00:00","27.79","-50.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T05:00:00","29.86","-58.46",,,"1","3","2","5",,,,"11",,,,,,,,"10143","7","9","0",,,,,,"291",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T05:00:00","26.46","-54.48",,,"1","3","2","5",,,,"11",,,,,,,,"10134","7","12","0",,,,,,"294",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-23T05:00:00","29.51","-57.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T05:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","60","1","30",,,,"10119","6","14",,"292",,,"244","1","298",,,,,,,"4","1","10","10","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T05:50:00","24.02","-55.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T06:00:00","25.84","-50.65",,,"1","4","2","5",,,,"11",,,,,,,,"10137",,,"8",,,,,"9","288",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T06:00:00","22.40","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T06:00:00","29.83","-58.42",,,"1","3","2","5",,,,"11",,,,,,,,"10141","7","7","0",,,,,,"292",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T06:00:00","26.46","-54.48",,,"1","3","2","5",,,,"11",,,,,,,,"10132","7","11","0",,,,,,"294",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-23T06:00:00","29.51","-57.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8OF8","2015-09-23T06:00:00","24.90","-50.20",,,"1","4","0","0","2","4",,"1","0",,"4",,"98","3","2","10132",,,"0",,,,,"3",,"8","1","7","6","9","9","6","4","1","6","4","244","40","992","114","5","1","2","1","662611","1111119A99111A",,,"1","2",,,,,,,,,"4"
"DPLE","2015-09-23T06:00:00","28.40","-50.60",,,"1","4","0","0","1","4","1","1","0","120","4","72","98","1","1","10149","6","6","0","265",,,"230","1","280","3","2","1","4","3","A",,,,,,"244","80","992","114","5","1","2","1","111111","1111111A111AA1",,,"1","1",,,,,,,,,"4"
"PENR","2015-09-23T06:00:00","21.90","-53.80",,,"1","4","0","0","5","4","1","1","0","70","3","62","98","3","0","10120","8","14","0","280","0","255","244","0","280","4","2","4","7","8","A","4","2","9","9","4","244","13","992","114","5","1","2","1","111111","11111111111111",,,"1","0",,,,,,,,,"4"
"1300601","2015-09-23T06:22:00","28.23","-54.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T06:23:00","27.59","-50.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T06:23:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T06:23:00","29.86","-58.44",,,"1","4","2","5",,,,"11",,,,,,,,"10140",,,"8",,,,,"9","292",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T06:23:00","25.93","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-23T06:23:00","29.51","-57.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T06:24:00","25.84","-50.65",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","288",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T06:24:00","28.23","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T06:24:00","28.02","-59.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T06:24:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T06:26:00","22.39","-56.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T06:27:00","28.03","-59.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T06:27:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T06:27:00","25.93","-54.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T06:28:00","28.23","-54.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T06:28:00","27.59","-50.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T06:32:00","28.24","-54.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T06:32:00","28.02","-59.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T06:32:00","27.60","-50.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T06:32:00","25.93","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T06:33:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T06:35:00","25.93","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T06:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","30",,,,"10115","8","11",,"291",,,"242","1","298",,,,,,,"4","1","9","11","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T06:50:00","24.02","-55.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T07:00:00","25.84","-50.65",,,"1","4","2","5",,,,"11",,,,,,,,"10137",,,"8",,,,,"9","288",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-23T07:00:00","22.39","-56.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-23T07:00:00","29.86","-58.44",,,"1","3","2","5",,,,"11",,,,,,,,"10140","7","4","0",,,,,,"292",,,,,,,,,,,,"244","98","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-23T07:00:00","26.47","-54.47",,,"1","3","2","5",,,,"11",,,,,,,,"10133","7","3","0",,,,,,"294",,,,,,,,,,,,"244","64","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-23T07:00:00","29.51","-57.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","97","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T07:18:00","27.60","-50.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-23T07:43:00","27.79","-50.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"244","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T07:44:00","28.02","-59.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T07:44:00","27.60","-50.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T07:44:00","25.94","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T07:45:00","28.25","-54.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-23T07:47:00","28.02","-59.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-23T07:48:00","28.25","-54.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-23T07:48:00","27.60","-50.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-23T07:48:00","26.52","-54.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","64","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-23T07:48:00","25.94","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-23T07:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","30","1","20",,,,"10115","6","8",,"291",,,"240","1","298",,,,,,,"3","1","9","11","3","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-23T07:50:00","24.02","-55.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300515","2015-09-23T08:00:00","25.84","-50.67",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","288",,,,,,,,,,,,"244","50","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
