"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4400745","2017-09-28T23:00:00","27.31","-33.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-28T23:00:00","21.66","-31.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10191",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-28T23:00:00","26.62","-31.71",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-28T23:00:00","29.26","-35.11",,,"1","4","2","5",,,,"11",,,,,,,,,"10243",,,"8",,,,,"9","268",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-28T23:00:00","27.04","-35.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10230",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-28T23:04:00","26.62","-31.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-28T23:17:00","26.50","-33.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"246","63","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-28T23:55:00","23.50","-37.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T00:00:00","21.65","-38.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T00:00:00","21.51","-35.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10191",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T00:00:00","22.19","-33.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10195",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T00:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","74",,"82",,,,,"10182",,,"8","271",,,,"9","273",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T00:00:00","25.84","-35.58",,,"1","4","2","5",,,,"11",,,,,,,,,"10228",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T00:00:00","27.31","-33.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T00:00:00","21.67","-31.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T00:00:00","26.62","-31.72",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T00:00:00","29.26","-35.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10243",,,"8",,,,,"9","268",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T00:00:00","27.02","-35.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10228",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"VQIB9","2017-09-29T00:00:00","25.90","-36.90",,,"1","6","2","5","5","2",,"1",,"80","4","72","1","98","2","0","10226","0","4","8","250",,"224","211","1","262","3","3","1","4","0","0",,"3","1","35","10","5","246","56","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,
"1300603","2017-09-29T00:04:00","26.50","-33.24",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","63","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1301522","2017-09-29T00:56:00","23.51","-37.77",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-29T00:58:00","26.50","-33.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T01:00:00","21.65","-38.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T01:00:00","21.51","-35.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T01:00:00","22.19","-33.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10191",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T01:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","81",,"88",,,,,"10178",,,"8","270",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T01:00:00","25.84","-35.58",,,"1","4","2","5",,,,"11",,,,,,,,,"10226",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T01:00:00","27.30","-33.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T01:00:00","21.67","-31.13",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T01:00:00","26.62","-31.73",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T01:00:00","29.25","-35.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10241",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T01:00:00","27.08","-35.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10227",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T01:06:00","26.62","-31.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-29T01:56:00","23.51","-37.77",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T02:00:00","21.65","-38.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T02:00:00","21.51","-35.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T02:00:00","22.19","-33.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T02:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","77",,"89",,,,,"10175",,,"8","269",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T02:00:00","25.84","-35.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10223",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T02:00:00","27.30","-33.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T02:00:00","21.67","-31.14",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T02:00:00","26.62","-31.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T02:00:00","29.25","-35.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10240",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T02:00:00","27.08","-35.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10225",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T02:05:00","26.62","-31.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-29T02:57:00","23.52","-37.78",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T03:00:00","21.66","-38.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T03:00:00","21.52","-35.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T03:00:00","22.19","-33.20",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T03:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","79",,"77",,,,,"10173",,,"8","270",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T03:00:00","25.84","-35.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10221",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T03:00:00","27.30","-33.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T03:00:00","21.67","-31.15",,,"1","4","2","5",,,,"11",,,,,,,,,"10181",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T03:00:00","26.63","-31.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T03:00:00","29.24","-35.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10238",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T03:00:00","27.08","-35.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10223",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T03:08:00","26.63","-31.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-29T03:55:00","23.52","-37.78",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T04:00:00","21.66","-38.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T04:00:00","21.53","-35.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10179",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T04:00:00","22.19","-33.20",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T04:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","67",,"76",,,,,"10169",,,"8","268",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T04:00:00","25.83","-35.60",,,"1","4","2","5",,,,"11",,,,,,,,,"10219",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T04:00:00","27.30","-33.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T04:00:00","21.68","-31.16",,,"1","4","2","5",,,,"11",,,,,,,,,"10179",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T04:00:00","26.63","-31.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T04:00:00","29.24","-35.13",,,"1","4","2","5",,,,"11",,,,,,,,,"10234",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T04:00:00","27.08","-35.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10220",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-29T04:55:00","23.53","-37.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T05:00:00","21.65","-38.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T05:00:00","21.53","-35.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10178",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T05:00:00","22.18","-33.20",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T05:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","73",,"90",,,,,"10167",,,"8","269",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T05:00:00","25.83","-35.61",,,"1","4","2","5",,,,"11",,,,,,,,,"10217",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T05:00:00","27.30","-33.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T05:00:00","21.68","-31.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10178",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T05:00:00","26.63","-31.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T05:00:00","29.23","-35.13",,,"1","4","2","5",,,,"11",,,,,,,,,"10232",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T05:00:00","27.12","-35.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10219",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-29T05:37:00","26.50","-33.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-29T05:46:00","26.50","-33.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-29T05:55:00","23.54","-37.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T06:00:00","21.66","-38.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T06:00:00","21.54","-35.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10176",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T06:00:00","22.18","-33.19",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T06:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11",,"70",,"92",,,,,"10166",,,"8","269",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T06:00:00","25.83","-35.61",,,"1","4","2","5",,,,"11",,,,,,,,,"10216",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-29T06:00:00","27.30","-33.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400766","2017-09-29T06:00:00","21.69","-31.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10179",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","11","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4700539","2017-09-29T06:00:00","26.63","-31.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,"0",,,,,,"259",,,,,,,,,,,,,"246","61","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-29T06:00:00","29.23","-35.14",,,"1","4","2","5",,,,"11",,,,,,,,,"10232",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","95","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-29T06:00:00","27.12","-35.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10218",,,"8",,,,,"9","265",,,,,,,,,,,,,"246","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"VQIB9","2017-09-29T06:00:00","25.50","-37.90",,,"1","6","2","5","5","2",,"1",,"90","4","72","1","98","3","0","10208","6","5","8","255",,"225","210","1","268","3","3","1","4","A","A",,,,,,,"246","57","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"0",,,,,,,,
"1301522","2017-09-29T06:58:00","23.55","-37.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-29T07:00:00","21.66","-38.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,,"246","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-29T07:00:00","26.51","-33.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-29T07:00:00","21.54","-35.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10180",,,"8",,,,,"9","269",,,,,,,,,,,,,"246","15","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-29T07:00:00","22.17","-33.19",,,"1","4","2","5",,,,"11",,,,,,,,,"10186",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","23","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-29T07:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","74",,"74",,,,,"10169",,,"8","270",,,,"9","272",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-29T07:00:00","25.84","-35.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10219",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
